commit,classifier
chart ,0
changes will not be seen by anyone (extension commented out for release) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@3854 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Changes to allow for a simplified descriptor viewer git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1274 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Changes in GameInfo layout ,0
Change version to development version again ,0
Change version string to development version again ,0
change version -> 1.6.1  whatsnew  properties git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@521 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
change types to a seperate floder ,0
Change title ,0
change the radius ,0
Change some item labels ,0
Change pass message ,0
Change keys of array return by Thread::getMessages ,1
change index.html ,0
Change Exception message in UsersProcessor::checkOperator method ,1
change encoding to utf-8 ,0
Change colors ,0
Change button text ,0
Center markups better ,0
Center labels better ,0
catch up events adapter ,0
captcha: check if gdlib is installed git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@620 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Captcha completed in simplicity  and original! Captcha is completed. Original has some visual issues though... git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@567 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Captcha completed for Default Style! unfortuantly that s not universial...  git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@565 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
canvas to be work on ,0
canvas case too big? ,0
Calculate thread statistics that older one day ,0
Bump dev deps,0
build topology ,0
build ,0
Bugfix for FundamentalData,0
Bug git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1698 a97e2381-89e5-4abb-bab3-167db6db766c ,0
bug fix ,0
bug ,0
box1 class git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@397 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
beta 2 git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@224 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Bar requests moved out of Messages::Outgoing into a separate source file,0
bar multiple nestification ,0
bar interaction ,0
bar example ,0
bar ,0
axis types and fix tooltip bug ,0
axis title ,0
axis opacity ,0
Axis divided to types ,0
Avoid unnecessary change in list selection while changing combobox ,0
Avoid some compiler warnings ,0
Avoid NullPointerException after OutOfMemoryError ,0
Avoid findbugs warning ,0
Automatically hide invitation popup Invitation popup will hide if invitation canceled by operator or closed by timeout. ,0
Auto-generated Rails specs for Ib::Order modified to pass ,0
Auto-generate Orders Rails scaffold,0
Attached Orders specified,0
AS7 renamed to 7.x git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33405 a97e2381-89e5-4abb-bab3-167db6db766c ,0
area interactive ,0
archives bot test is now included as module in tests  pom.xml git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@41069 a97e2381-89e5-4abb-bab3-167db6db766c ,0
arabic released git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@688 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
apply patch by Andrew Armstrong: available operators list (revised); remove odd eval code in common.js; fix obfuscation ,0
app hippo shenzhen ,0
api not so good ,0
Another file into the bin directory ,1
alter the files  to ajust the changes in dpchart.js ,0
alter line.html ,0
alter line and grid to chart ,0
also removed the limit => 1 from boolean columns in schema.rb ,1
Allowing delegates to participate in stopping even if ignore start / stop is checked.  git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@36648 a97e2381-89e5-4abb-bab3-167db6db766c ,0
All references to model instance variables removed,1
All models moved to new root directory,1
All Models are now DB-backed,0
All IB messages implemented ,0
Admin page prep git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@549 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
adjust draw interface and progress ,0
adjust basic ,0
Adds Departments tab in Settings. need you to make it work with mysql. i ve started with the thing at the bottom of view/departments.php git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@270 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Adding order_id status accessors to OpenOrder message for compatibility,1
Adding canned messages during system installation process ,0
Added wrapper functions for mysql_fetch_assoc and mysql_fetch_row ,1
Added validations specs for Bag contracts,0
Added to the Mibew API the ability to use empty string as a signature ,1
Added tests for the JavaScript s MibewAPIInteraction class ,0
Added tabs at statistics page ,0
Added support for ExecutionData message v.9,0
Added some string related to threads error to localization ,0
Added short titles for canned messages ,0
added rspec test to test for new symbols added to list ,0
added rspec test for error on invalid symbol ,0
Added invitations styles ,0
Added image descriptors git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@2009 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Added groups weight ,0
Added ExecutionData message v.8,0
Added confirmation before closing chat ,0
Added closing threads by timeout ,0
added auth token for delete offline messages check for csrf ,0
Added ability to specify different obligatory arguments list for different functions to the PHP and JavaScript MibewAPI library ,0
Added a Rails 3 style engine definition and instructions on how to use it. ,0
Added a full stack rails test enviroment based on freelancing-god / combustion gem. ,0
Added a deploy option for generic files git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@3836 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Added a configuration section to change deploy dir for deploy-only server types git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1619 a97e2381-89e5-4abb-bab3-167db6db766c ,0
add_params  div  pagination git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@15 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Add URL for psgo.sty in comment ,0
Add Thread object creation to /operator/userhistory.php Replace direct work with thread table s fields by Thread object ,1
add test file ,0
Add target regress ,0
add svg && canvas casees to the site ,0
add Static Method DPChart.getColors() ,1
Add some domain notes ,0
Add some comments. ,0
add site to venus ,0
add shadow to line graph ,0
Add several Handlebars helpers Add  apply    formatTime  and  nl2br  Handlebars helpers. Also add QUnit tests for  apply  helper. ,1
Add setKomi()  setComment(String Node)  getMoveNumber ,1
Add serialVersionUID ,0
Add serialVersionUID ,0
add redirect git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@235 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add readme/reminder to build.properties git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@30710 a97e2381-89e5-4abb-bab3-167db6db766c ,0
add readme file ,0
add pie tips to the pei chart ,0
add pic ,0
add options select for user to change the varies ,0
Add openings from pro-games (gobase.org) ,0
Add note about interrupting programs. ,0
Add missing keys ,0
add missing includes to src and bin git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@18551 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Add missing import ,0
Add missing call to synchronizeProgram() in humanMoved() ,1
add locale names git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@246 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add line chart to DPChart ,0
add legend to dpchart.js and page.html ,0
Add interface ConstField ,1
add interaction to the site ,0
Add Identifier and HelpBook keys ,1
add Geo  OS and browser info to the table git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@295 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add fx symbols to forex.rb ,1
add function to Picasso.js ,1
add exit full screen button ,0
Add examples ,0
add example and test folder ,0
add DPChart.bar.js for test ,0
add dpchart to git ,0
Add documentation ,0
Add documentation ,0
Add db:redo Rake task rename test environments,1
Add conveniance function Move.createPass ,1
add common and examples ,0
add common ,0
Add comments ,0
Add comments ,0
add comments ,0
Add comment ,0
Add comment ,0
add columns: avatar  jabbername git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@156 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Add checkEmail function to Mibew.Utils ,1
add canvaschart to the navigator(download) ,0
add bar text ,0
Add assertion ,0
add animation to dot ,0
Add and change some mnemonics ,0
Add an ability to run cron job ,0
Add ajax loader for Survey and LeaveMessage chat modules ,1
Add ability for plugins to send custom messages ,0
Add ,0
adapter util ,0
3.3 changes should ve been in trunk  d oh! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@2149 a97e2381-89e5-4abb-bab3-167db6db766c ,0
1.6.4 RC1 ,0
1.4.2 whatsnew git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@153 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
1.4.2 RC1 git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@161 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
1.3 fire dot event ,0
<html><head><meta name=qrichtext content=1 /></head><body style=font-size:9pt;font-family:Sans Serif> <p>https://jira.jboss.org/jira/browse/JBDS-1106 - Updated master_output.</p> </body></html> git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@20508 a97e2381-89e5-4abb-bab3-167db6db766c ,0
<html><head><meta name=qrichtext content=1 /></head><body style=font-size:9pt;font-family:Sans Serif> <p>https://jira.jboss.org/jira/browse/JBDS-1106 - Updated master_output.</p> </body></html> git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@20498 a97e2381-89e5-4abb-bab3-167db6db766c ,0
#Li.liang changes some colors ,0
[sound] do not play sound on name change git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@144 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[site] spanish  forum git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@312 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[site] 1.5.0 released git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@230 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[JBIDE-9923] not closing the wizard if cloning failed. git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35796 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9890] fixed selected cartridge not being stored/restored from prefs & correctly initialized when empty git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35734 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9841] added feature to site.xml git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35384 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9813] implemented and tested IDomain#setNamespace git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35267 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9793] corrected cathegory and wizard naming git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35465 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9793] added IHttpClient#get() git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35218 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9781] added User#createDomain git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35110 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9591] corrected class header git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35209 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9549] removed until egit plugins are added to the target platform git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33974 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9519] corrected exception handling  added proper logging git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33803 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9513] pushtest finally implemented and running successfully! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34097 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9513] corrected test git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33998 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] started implementing IOpenshiftService#getStatus(Application). Will not get any further since server responds with <code>null</code> data object git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34663 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] renamed OpenShift to OpenShiftService git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34570 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9510] implementing IOpenshiftService#getUserInfo (integration test is now also successful) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34818 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] implementing IOpenshiftService#getUserInfo (integration test is now also successful) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34817 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] implementing create domain git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34598 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34731 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9358] extracted alerting event log to its own method git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33017 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9261] updated to latest jboss as jars git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32377 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9225] removed inherited class since the inherited parts are not used! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32435 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] moved launchCommandNoResult to RSEPublishMethod since this is the only place where it s used. Furthermore turned it from public static to private git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32405 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] extracted shutdown jar location to IJBossRuntimeResourceConstants git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32575 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9215] extracted abstract super class to RSEBehaviorDelegate git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32697 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] added comment about what new class replaces this deprecated one git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32748 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9176] replaced AS7 client jars by latest (beta4 nightly) ones git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32134 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9089] fixed erroneous call to remove .deployed marker in method that should remove .failed marker git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31885 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9054] replaced duplicate code by util method git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32401 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9054] removed unneeded reference to DelegatingServerBehavior git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32897 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9054] removed unneeded  overriden method (which does nothing but call the super-method) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31924 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9054] added generics to list creations  removed unnecessary warnings git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31842 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-8920] simplified code so that it gets better readable (no functional change!) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31729 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-10275] added constructor so that AS7ManagerIntegrationTest compiles again git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@36735 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[1.5.1] update from branch git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@316 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[ 1801652 ] Suggest user to remove install dir git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@100 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[ 1801639 ] Don t allow blank passwords git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@101 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
- removed redundant initializations; - translated exit confirmation; - russia is the default language; git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@87 c66351dc-e62f-0410-b875-e3a5c0b9693f ,1
- create text menu items instead of graphical buttons; - updated icons with the new ones; git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@89 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
