commit,classifier
chart ,0
changes will not be seen by anyone (extension commented out for release) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@3854 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Changes to allow for a simplified descriptor viewer git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1274 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Changes in GameInfo layout ,0
Change version to development version again ,0
Change version string to development version again ,0
change version -> 1.6.1  whatsnew  properties git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@521 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
change types to a seperate floder ,0
Change title ,0
change the radius ,0
Change some item labels ,0
Change pass message ,0
Change keys of array return by Thread::getMessages ,1
change index.html ,0
Change Exception message in UsersProcessor::checkOperator method ,1
change encoding to utf-8 ,0
Change colors ,0
Change button text ,0
Center markups better ,0
Center labels better ,0
catch up events adapter ,0
captcha: check if gdlib is installed git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@620 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Captcha completed in simplicity  and original! Captcha is completed. Original has some visual issues though... git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@567 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Captcha completed for Default Style! unfortuantly that s not universial...  git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@565 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
canvas to be work on ,0
canvas case too big? ,0
Calculate thread statistics that older one day ,0
Bump dev deps,0
build topology ,0
build ,0
Bugfix for FundamentalData,0
Bug git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1698 a97e2381-89e5-4abb-bab3-167db6db766c ,0
bug fix ,0
bug ,0
box1 class git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@397 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
beta 2 git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@224 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Bar requests moved out of Messages::Outgoing into a separate source file,0
bar multiple nestification ,0
bar interaction ,0
bar example ,0
bar ,0
axis types and fix tooltip bug ,0
axis title ,0
axis opacity ,0
Axis divided to types ,0
Avoid unnecessary change in list selection while changing combobox ,0
Avoid some compiler warnings ,0
Avoid NullPointerException after OutOfMemoryError ,0
Avoid findbugs warning ,0
Automatically hide invitation popup Invitation popup will hide if invitation canceled by operator or closed by timeout. ,0
Auto-generated Rails specs for Ib::Order modified to pass ,0
Auto-generate Orders Rails scaffold,0
Attached Orders specified,0
AS7 renamed to 7.x git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33405 a97e2381-89e5-4abb-bab3-167db6db766c ,0
area interactive ,0
archives bot test is now included as module in tests  pom.xml git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@41069 a97e2381-89e5-4abb-bab3-167db6db766c ,0
arabic released git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@688 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
apply patch by Andrew Armstrong: available operators list (revised); remove odd eval code in common.js; fix obfuscation ,0
app hippo shenzhen ,0
api not so good ,0
Another file into the bin directory ,1
alter the files  to ajust the changes in dpchart.js ,0
alter line.html ,0
alter line and grid to chart ,0
also removed the limit => 1 from boolean columns in schema.rb ,1
Allowing delegates to participate in stopping even if ignore start / stop is checked.  git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@36648 a97e2381-89e5-4abb-bab3-167db6db766c ,0
All references to model instance variables removed,1
All models moved to new root directory,1
All Models are now DB-backed,0
All IB messages implemented ,0
Admin page prep git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@549 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
adjust draw interface and progress ,0
adjust basic ,0
Adds Departments tab in Settings. need you to make it work with mysql. i ve started with the thing at the bottom of view/departments.php git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@270 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Adding order_id status accessors to OpenOrder message for compatibility,1
Adding canned messages during system installation process ,0
Added wrapper functions for mysql_fetch_assoc and mysql_fetch_row ,1
Added validations specs for Bag contracts,0
Added to the Mibew API the ability to use empty string as a signature ,1
Added tests for the JavaScript s MibewAPIInteraction class ,0
Added tabs at statistics page ,0
Added support for ExecutionData message v.9,0
Added some string related to threads error to localization ,0
Added short titles for canned messages ,0
added rspec test to test for new symbols added to list ,0
added rspec test for error on invalid symbol ,0
Added invitations styles ,0
Added image descriptors git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@2009 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Added groups weight ,0
Added ExecutionData message v.8,0
Added confirmation before closing chat ,0
Added closing threads by timeout ,0
added auth token for delete offline messages check for csrf ,0
Added ability to specify different obligatory arguments list for different functions to the PHP and JavaScript MibewAPI library ,0
Added a Rails 3 style engine definition and instructions on how to use it. ,0
Added a full stack rails test enviroment based on freelancing-god / combustion gem. ,0
Added a deploy option for generic files git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@3836 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Added a configuration section to change deploy dir for deploy-only server types git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@1619 a97e2381-89e5-4abb-bab3-167db6db766c ,0
add_params  div  pagination git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@15 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Add URL for psgo.sty in comment ,0
Add Thread object creation to /operator/userhistory.php Replace direct work with thread table s fields by Thread object ,1
add test file ,0
Add target regress ,0
add svg && canvas casees to the site ,0
add Static Method DPChart.getColors() ,1
Add some domain notes ,0
Add some comments. ,0
add site to venus ,0
add shadow to line graph ,0
Add several Handlebars helpers Add  apply    formatTime  and  nl2br  Handlebars helpers. Also add QUnit tests for  apply  helper. ,1
Add setKomi()  setComment(String Node)  getMoveNumber ,1
Add serialVersionUID ,0
Add serialVersionUID ,0
add redirect git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@235 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add readme/reminder to build.properties git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@30710 a97e2381-89e5-4abb-bab3-167db6db766c ,0
add readme file ,0
add pie tips to the pei chart ,0
add pic ,0
add options select for user to change the varies ,0
Add openings from pro-games (gobase.org) ,0
Add note about interrupting programs. ,0
Add missing keys ,0
add missing includes to src and bin git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@18551 a97e2381-89e5-4abb-bab3-167db6db766c ,0
Add missing import ,0
Add missing call to synchronizeProgram() in humanMoved() ,1
add locale names git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@246 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add line chart to DPChart ,0
add legend to dpchart.js and page.html ,0
Add interface ConstField ,1
add interaction to the site ,0
Add Identifier and HelpBook keys ,1
add Geo  OS and browser info to the table git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@295 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
add fx symbols to forex.rb ,1
add function to Picasso.js ,1
add exit full screen button ,0
Add examples ,0
add example and test folder ,0
add DPChart.bar.js for test ,0
add dpchart to git ,0
Add documentation ,0
Add documentation ,0
Add db:redo Rake task rename test environments,1
Add conveniance function Move.createPass ,1
add common and examples ,0
add common ,0
Add comments ,0
Add comments ,0
add comments ,0
Add comment ,0
Add comment ,0
add columns: avatar  jabbername git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@156 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
Add checkEmail function to Mibew.Utils ,1
add canvaschart to the navigator(download) ,0
add bar text ,0
Add assertion ,0
add animation to dot ,0
Add and change some mnemonics ,0
Add an ability to run cron job ,0
Add ajax loader for Survey and LeaveMessage chat modules ,1
Add ability for plugins to send custom messages ,0
Add ,0
adapter util ,0
3.3 changes should ve been in trunk  d oh! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@2149 a97e2381-89e5-4abb-bab3-167db6db766c ,0
1.6.4 RC1 ,0
1.4.2 whatsnew git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@153 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
1.4.2 RC1 git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@161 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
1.3 fire dot event ,0
<html><head><meta name=qrichtext content=1 /></head><body style=font-size:9pt;font-family:Sans Serif> <p>https://jira.jboss.org/jira/browse/JBDS-1106 - Updated master_output.</p> </body></html> git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@20508 a97e2381-89e5-4abb-bab3-167db6db766c ,0
<html><head><meta name=qrichtext content=1 /></head><body style=font-size:9pt;font-family:Sans Serif> <p>https://jira.jboss.org/jira/browse/JBDS-1106 - Updated master_output.</p> </body></html> git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@20498 a97e2381-89e5-4abb-bab3-167db6db766c ,0
#Li.liang changes some colors ,0
[sound] do not play sound on name change git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@144 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[site] spanish  forum git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@312 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[site] 1.5.0 released git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@230 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[JBIDE-9923] not closing the wizard if cloning failed. git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35796 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9890] fixed selected cartridge not being stored/restored from prefs & correctly initialized when empty git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35734 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9841] added feature to site.xml git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35384 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9813] implemented and tested IDomain#setNamespace git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35267 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9793] corrected cathegory and wizard naming git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35465 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9793] added IHttpClient#get() git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35218 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9781] added User#createDomain git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35110 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9591] corrected class header git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@35209 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9549] removed until egit plugins are added to the target platform git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33974 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9519] corrected exception handling  added proper logging git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33803 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9513] pushtest finally implemented and running successfully! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34097 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9513] corrected test git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33998 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] started implementing IOpenshiftService#getStatus(Application). Will not get any further since server responds with <code>null</code> data object git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34663 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] renamed OpenShift to OpenShiftService git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34570 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9510] implementing IOpenshiftService#getUserInfo (integration test is now also successful) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34818 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] implementing IOpenshiftService#getUserInfo (integration test is now also successful) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34817 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] implementing create domain git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34598 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9510] git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@34731 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9358] extracted alerting event log to its own method git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@33017 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9261] updated to latest jboss as jars git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32377 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9225] removed inherited class since the inherited parts are not used! git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32435 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] moved launchCommandNoResult to RSEPublishMethod since this is the only place where it s used. Furthermore turned it from public static to private git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32405 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] extracted shutdown jar location to IJBossRuntimeResourceConstants git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32575 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9215] extracted abstract super class to RSEBehaviorDelegate git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32697 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9215] added comment about what new class replaces this deprecated one git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32748 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9176] replaced AS7 client jars by latest (beta4 nightly) ones git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32134 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9089] fixed erroneous call to remove .deployed marker in method that should remove .failed marker git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31885 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9054] replaced duplicate code by util method git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32401 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9054] removed unneeded reference to DelegatingServerBehavior git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@32897 a97e2381-89e5-4abb-bab3-167db6db766c ,0
[JBIDE-9054] removed unneeded  overriden method (which does nothing but call the super-method) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31924 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-9054] added generics to list creations  removed unnecessary warnings git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31842 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-8920] simplified code so that it gets better readable (no functional change!) git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@31729 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[JBIDE-10275] added constructor so that AS7ManagerIntegrationTest compiles again git-svn-id: http://svn.jboss.org/repos/jbosstools/trunk@36735 a97e2381-89e5-4abb-bab3-167db6db766c ,1
[1.5.1] update from branch git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@316 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[ 1801652 ] Suggest user to remove install dir git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@100 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
[ 1801639 ] Don t allow blank passwords git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@101 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
- removed redundant initializations; - translated exit confirmation; - russia is the default language; git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@87 c66351dc-e62f-0410-b875-e3a5c0b9693f ,1
- create text menu items instead of graphical buttons; - updated icons with the new ones; git-svn-id: https://webim.svn.sourceforge.net/svnroot/webim/trunk@89 c66351dc-e62f-0410-b875-e3a5c0b9693f ,0
zwei tabs nach der einheitennummer ,0
working on resolving HAFE damage ,0
Working on loading offboard assets from scenario files ,0
Working on initial placement of units ,0
Working on Infantry movement ,0
Working on getting Point Defence dialog sorted out ,0
working on getting automated shutdown to work properly ,0
Working on GameElementThemes ,0
working on deploying missiles during combat phase ,0
Working on CapitalShipStatus as a prelude to more work on the Movement Phase ,0
Working on applying damage to CapitalShips ,0
Worked with ordered sections. A bit of a mess  but all tests run. ,0
worked on equipment ,0
Work to get SelectWeaponToFireDialog working ,0
Work on Painting attempt resolution ,0
Work on Movement dialogs ,0
Work on Fighter Unit movement dialog ,0
work in progress: writing debug info into byte code,0
work in progress: tutorials,0
work in progress: macros,0
work in progress: Lazy evaluation for implementing nonstrict Combinators like Y & Co.,0
work in progress: JavaDocs,0
work in progress: documentation,0
work in progress,0
wizard dialog ,0
wizard ,0
we now read *.scm files !,0
very deep changes needed for two things: - remove dependencies to Eressea - add support for xml ,0
Version 0.9.1,0
Vehicles now drawing ,0
various updates ,0
various stuff ,0
various fixes ,0
Using Java 1.3 in project ,0
use Scanner instance to read user input,1
Usage examples for constraints and assertThat ,0
upper case ,0
uploads ,0
upgrading to 0.9.2,0
upgrade to ASM version 4.0,0
updates. trying to make the SF cvs update the pserver mirror... ,0
Updated with maven 2 stuff ,0
updated translation ,0
updated todos,0
updated todo list,0
Updated to use latest rMock ,0
Updated to beta 2 ,0
Updated the SCM settings ,0
Updated the project to use cglib2.1_2 no_dep jar instead. Seems to work under Java 1.5 as well. ,1
Updated the InvocationListener to take a MethodReference instead of methodName and parameterTypes ,0
Updated the documentation to use static suites for extra control ,1
Updated the build to build the rDoc-parser with Javacc ,0
Updated some sourceforge properties ,0
Updated release notes and some documentation. ,0
Updated release notes ,0
updated release notes ,0
Updated POMs ,0
Updated name to be rdoc and group to be rmock  to have rmock and rdoc in the same maven repository. ,0
updated javadoc ,0
updated filenames,0
updated FAQ ,0
Updated documentation features and maven  improved gui extension ,0
Updated documentation ,0
updated docs ,0
Updated copyright ,0
updated config file to match code ,0
updated Chausler ,0
Updated Chausler ,0
Updated changes ,0
Updated ChangeLog ,0
updated build files ,0
Updated ArrayReference to work with primitive types. ,1
Updated a test in the documentation ,0
update todo list,0
update documentation,0
update docs,0
Update Chausler ,0
update and typo ,0
update ,0
unit testCase for runFile ,0
Unit Test: new Test for working with Java collections,0
typo ,0
tweaks ,0
Tweaking game logs ,0
tweaked compiler settings ,0
tweak ,0
Trying to improve the user interface. Removing popup messages ,0
Trying to get rid of the -m warnings ,0
tried to fix retries ,0
translation update ,0
translation stuff ,0
translation and debian stuff ,0
towards rel. 2.0 ...,0
TODO: fix section on partial application,0
TODO: added some examples for things that should be working asap:  - mutual recursion (quick fix would be to allow deferred lookup of function definitions  i.e dynamic scoping.) - proper handling of closures,0
this directory is useless. ,0
This commit was manufactured by cvs2svn to create tag  v1_2_3 .,0
This commit was manufactured by cvs2svn to create tag  v1_2_2 .,0
This commit was manufactured by cvs2svn to create tag  v1_2_1 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_9 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_5 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_4b .,0
This commit was manufactured by cvs2svn to create tag  v1_1_23 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_22 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_21 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_20 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_2 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_16 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_14 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_13 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_12 .,0
This commit was manufactured by cvs2svn to create tag  v1_1_11 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_EXT_TDDOC_0_1_0 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_rc_6 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_rc_3 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_rc_1 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_beta_5 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_beta_1 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_2_0_0_alpha_2 .,0
This commit was manufactured by cvs2svn to create tag  RMOCK_1_0_0 .,0
This commit was manufactured by cvs2svn to create tag  release-tags .,0
This commit was manufactured by cvs2svn to create tag  release .,0
This commit was manufactured by cvs2svn to create tag  PreAlpha_013 .,0
This commit was manufactured by cvs2svn to create tag  PreAlpha_001 .,0
This commit was manufactured by cvs2svn to create branch  vendor .,0
the very special extra race icons,0
the same small bug in refreshItems,0
testing ,0
test group commit ,0
test for mailing commit informations ,0
test for activitymail ,0
Temppunits werden nun in die TempUnit-Map eingetragen ,0
tackled firewalled downloads ,0
table columns ,0
synchronization fixes ,0
sync eclipse ,0
switch to activitymail 1.16 ,0
svn initial checkin,0
svn ignores,0
support new echeck version mark on overloaded ships do not write locale for games named GAV* added Date- header for MailMessage,0
Stupid bug... ,0
Still not quite hitting my stride and overthinking.,0
still fighting with element placement ,0
statcvs ,0
Starting rework to make Grav Vehicle movement usable ,0
starting off-board request resolution ,0
Started working on Game and Player Admin ,0
Started work on movement projection ,0
Started work on maps and themes ,0
Started work on kicking a Centurion game off Added Commanders and CommanderTemplates ,0
Started work on getting the dialog functional ,0
Started velocity documentation generation implementation ,0
Started trying out the Bus on RMock-testcase ,0
started on commenting togg... ,0
Started ironing out connection/disconnection and reconnection issues. Loads more to resolve. ,0
Started implementation of multiplexing connection points ,0
Started categorization of failures. When all expectations are not satisfied after a test an UnsaisfiedExpectationsException is thrown instead of the JUnitDependent AssertFailedException. ,0
Started adding vehicle internal structure classes ,0
Standard project directories initialized by cvs2svn.,0
spelling... ,0
sourceforge webpages under version control ,0
Source code level changes. See ChangeLog ,0
source code indenting ,0
Sorting out display of other asset requests ,0
some tweaks ,0
some tidying up ,0
some small fixes ,0
some slight rework ,0
some progress ,0
some new classes for a better gui. Added heavy gui cleanups ,0
Some more work on getting offboard assets hooked up ,0
some more manual ,0
some more fixes ,0
some more examples for lazy evaluation,0
some minor updates,0
some major changes concerning EMapOverviewPanel ,0
some gui tweaks ,0
some further progress ,0
some fixes ,0
some code style tests to see what the API could look like.,0
some code beautifings from solthan (stm) changed FileHandlung (CRs) from String FileName to File FileName (stm),0
some cleanup ,0
some changes and preparations for a new release ,0
some changes - see changelog :-) ,0
snapshot release ,0
smaller fixes ,0
small svn test: added time info to developer link Fiete,0
small restructure ,1
small fixes to datafiles ,0
small fix ,0
shortcut changes ,0
sharing by index fix ,0
Share project jLambda into https://jlambda.svn.sourceforge.net/svnroot/jlambda,0
Setup VehicleMovementDialogTest ,0
Setting up UI for OpportunityFire ,0
setting up for off-board asset request resolution ,0
Server side work to set up firing phase ,0
Schiffe in der Zugvorlage ,0
scaling ,0
reworked the target selection idea to a single panel rather than the separate firer and target panels ,0
reworked setOriginAction and setOriginDialog added familiarmage-tag to unit.merge added icon for munition = katapultmunition added section.mail for showing player-messages fixed bug for region zauber (dist = 2 had x y) added context menu item select units in EMapDetail,1
reworked setOriginAction and setOriginDialog added familiarmage-tag to unit.merge added icon for munition = katapultmunition added section.mail for showing player-messages,0
resumes are getting better ,0
ResourceManager first version. More to come soon. ,0
repository search ,0
replaced e.printStackTrace with log.error(e) ,1
repaired gnutella plugin ,0
repair or and,0
renaming didnÂ´t work old race icons again,0
Renamed the record method to mock to be more consistent with other mock frameworks ,0
Renamed S -> SectionFactory  A -> ActionFactory  M -> MultiplicityFactory  C -> ConstraintFactory ,1
renamed file ,0
Renamed Bus->Hub (package also)  Created first version of Configurator and the RMockServiceFactory interface. ,1
renamed and repackaged some classes started work on the game board ,1
Renamed ActionModifier methods returnsValue to returnValue and throwsException to throwException. ,1
rename project start documentation,0
Removing tabs in favor of proper indentation. Better now than later. ,0
removed UserActionSupport ,1
Removed unused code ,1
Removed unnecassary jfreechart-0.9.8 library. Is replaced by older but smaller version of the same library. ,0
removed some typos ,0
removed old buildung icons for fortifications added info for max Horses (walking and riding) added Icons for buildings in faction stats some new icons for items ,0
Removed JMock dependencies ,1
removed id cvs tag from header ,0
Removed file/folder,0
Removed file ,0
Removed event handling and made the expectations a Verifiable ,1
removed class Herb ,0
Removed AGAIN ,0
removed ActionTextField ,0
Removed a lot of junk for ordered sections. Decided to put that logic into the ExpectationVisitor instead. Lets see if we have better luck with that. :-) ,1
Removed 1.3 incompatible constructors ,0
Remove: not used anymore after the refactoring ,0
remove obsolete lisp folder,1
remove obsolete functions package,1
remove diff information in activitymail ,0
release preps ,0
release preparations ,0
Release 1.0,0
release ,0
relaxed some requestFocus for new temp units ,0
Rejigged adding participants to games debugged GameClientInternalFrame constructor and added GameClient to constructor arg list set PlayerDetailPanels to be added dynamically ,0
reimport after cvs cleanup ,0
Refactoring: test for stackhandling,1
Refactoring: Template.compile returns a BaseFunction,1
refactoring: Scheme primitives are not longer defined as standalone classes but as static BaseFunction instances in class SchemePrimitives,0
Refactoring: restructure init.lsp first attempt at lerec macro ,1
refactoring: replace asm 3 jar by asm 4 jars,0
Refactoring: Repl ist no longer required to extend ClassLoader,0
refactoring: reorganized package structure to better reflect a layered approach,1
refactoring: print stacktrace in case of compilation problems,1
Refactoring: moved Function to root package as it is meant as public interface ,1
Refactoring: moved currying to Template,1
refactoring: move all function instances to a single java class SchemePrimitives,1
Refactoring: made CstInt more robust for switching between Integer and BigInter arithmetic,1
Refactoring: getting rid of LTerms,1
refactoring: get rid of fun4j template instance use static functions everywhere in Template class,1
Refactoring: generate optimized code for expression compilation (avoid sub-calls from apply to applyInternal),1
refactoring: extracting symbolic constants to new Interface Symbols,1
refactoring: extracting handling of specials in precompile to separate methods. prepare handling of let special.,1
Refactoring: extract pre-compiler to a separate class. Now the Compiler doesn t know anything about LISP but only about AST Expressions. This way it can easily used by users to compile their own functional languages.,1
Refactoring: eliminating LTerms as intermediary AST structure,1
Refactoring: clean up parser,1
refactoring: be on the safe side regarding empty collections !,0
refactoring: allow static import of Template instance,1
refactoring tests,0
Refactoring PowerAllocationDialog to include Shield Allocation ,1
Refactoring message handing switch statements into CommandProcessor CommandHandlers ,0
refactoring ant: added preprocessing to have current revision number available in Version Class ,1
Refactored to use simple services ,0
Refactored to use ServiceFactoryTestCase ,1
Refactored the documentationContext to be a documentation controller and added a new Context that can be serialized to disk. ,0
Refactored modifications to remove dependencies on implementations. One to go: ExectationModifierImpl should depend on LastInvocationProvider ,1
Refactored mocking and stubbing of especially objects. Removed some unneccessary interface methods and added some more javadoc ,1
Refactored mocking and stubbing of especially objects ,1
Refactored iterator and actions. Also added the posibility to modify expectations and to provide parameters to calls using forEach() constructions ,1
refactored ImageFactory ,0
refactored GenericRules ,1
Refactored for the new TDDoc strategy  now a builder can listen to TDDoc events and create  a structire that is serialized to disc  containing the suits and tests that were run  in the order they were run. Later more information such as serialized dynamic contexts will be made available via this structure. The structure can the subsequently be read and used to generate documentation from the data available via the structure. ,1
Refactored class names so that expressions is the rrot type. Expressions can be built up from single constraints  or any combination of constraints  operators and nested expressions. Currently the following operators are implemented: and (&&) or (||) xor (^) not (!) ,1
refactor base AI classes ,1
reduced sent informations ,0
really small change,0
re-factored threat handling,0
